transaction_id,event_timestamp,event_sequence,sender_wallet,receiver_wallet,amount,transaction_type,channel,agent_id,partition
TXN003697,2024-03-30T15:12:00+00:00,54162,W0555,W0005,1015.0551846117868,transfer,agent,A0066,train
TXN073922,2024-03-30T15:16:00+00:00,54163,W1244,W1402,7383.321202231903,transfer,agent,A0096,validation
TXN003392,2024-03-30T15:24:00+00:00,54164,W0518,W0018,986.1796853460212,transfer,agent,A0078,train
TXN007926,2024-03-30T15:30:00+00:00,54165,W1494,W1258,781.8055561383111,transfer,agent,A0101,validation
TXN046964,2024-03-30T15:30:00+00:00,54166,W0291,W0543,437.59014367800785,transfer,agent,A0044,train
TXN075341,2024-03-30T15:31:00+00:00,54167,W1382,W1283,16703.726750549125,transfer,agent,A0115,validation
TXN008904,2024-03-30T15:33:00+00:00,54168,W1497,W1485,1765.095402418643,transfer,agent,A0116,validation
TXN000650,2024-03-30T15:36:00+00:00,54169,W0378,W0601,359.5803243079572,transfer,p2p,,train
TXN084314,2024-03-30T15:38:00+00:00,54170,W1652,W1727,4839.480094730245,transfer,agent,A0131,final_test
TXN041011,2024-03-30T15:38:00+00:00,54171,W0557,W0672,438.62976102264855,transfer,p2p,,train
TXN001557,2024-03-30T15:39:00+00:00,54172,W0534,W0563,874.4545112630691,transfer,p2p,,train
TXN067151,2024-03-30T15:40:00+00:00,54173,W1297,W1461,331.3532647254513,transfer,agent,A0106,validation
TXN065447,2024-03-30T15:47:00+00:00,54174,W1389,W1427,15951.550413053414,transfer,p2p,,validation
TXN013716,2024-03-30T15:50:00+00:00,54175,W1097,W0082,198.97667389005807,transfer,agent,A0074,train
TXN094056,2024-03-30T15:51:00+00:00,54176,W1995,W1886,7171.081762807726,transfer,agent,A0147,independent
TXN093812,2024-03-30T15:52:00+00:00,54177,W1809,W1826,24.37166601969438,transfer,agent,A0147,independent
TXN011033,2024-03-30T16:00:00+00:00,54178,W1978,W1829,1837.9251294132412,transfer,agent,A0149,independent
TXN001466,2024-03-30T16:00:00+00:00,54179,W0989,W0500,1208.9841742062295,transfer,agent,A0047,train
TXN027785,2024-03-30T16:02:00+00:00,54180,W1136,W0207,9199.318422045568,transfer,agent,A0060,train
TXN071707,2024-03-30T16:07:00+00:00,54181,W1424,W1222,9636.55909527195,transfer,agent,A0104,validation
TXN006445,2024-03-30T16:08:00+00:00,54182,W1028,W0709,1827.5892809840057,transfer,agent,A0050,train
TXN008591,2024-03-30T16:09:00+00:00,54183,W1200,W1435,2847.341077763802,transfer,agent,A0116,validation
TXN012872,2024-03-30T16:09:00+00:00,54184,W0584,W0171,2841.8340612942,transfer,agent,A0032,train
TXN041972,2024-03-30T16:09:00+00:00,54185,W1049,W0224,16.832967799269518,transfer,agent,A0087,train
TXN006437,2024-03-30T16:12:00+00:00,54186,W1124,W0233,487.8669660655414,transfer,agent,A0050,train
TXN086158,2024-03-30T16:18:00+00:00,54187,W1541,W1769,1016.9970250440502,transfer,p2p,,final_test
TXN065068,2024-03-30T16:21:00+00:00,54188,W1346,W1407,8182.257298244574,transfer,p2p,,validation
TXN060334,2024-03-30T16:21:00+00:00,54189,W0910,W0079,207.0596051831457,transfer,p2p,,train
TXN042130,2024-03-30T16:22:00+00:00,54190,W1164,W0888,316.86062712915697,transfer,agent,A0013,train
TXN021327,2024-03-30T16:24:00+00:00,54191,W0563,W0330,1089.2857371474684,transfer,agent,A0028,train
TXN021126,2024-03-30T16:25:00+00:00,54192,W0601,W0382,5777.627113153557,transfer,p2p,,train
TXN086272,2024-03-30T16:26:00+00:00,54193,W1769,W1584,243.89954362617758,transfer,agent,A0120,final_test
TXN050835,2024-03-30T16:29:00+00:00,54194,W0622,W1186,391.6541140659606,transfer,agent,A0034,train
TXN050845,2024-03-30T16:29:00+00:00,54195,W0635,W0866,1289.5617549004564,transfer,p2p,,train
TXN003454,2024-03-30T16:30:00+00:00,54196,W0876,W0008,1995.8241252268158,transfer,p2p,,train
TXN043653,2024-03-30T16:30:00+00:00,54197,W1053,W0710,404.90070211309956,transfer,p2p,,train
TXN086849,2024-03-30T16:40:00+00:00,54198,W1534,W1543,1208.94649017922,transfer,p2p,,final_test
TXN047076,2024-03-30T16:42:00+00:00,54199,W0236,W0983,1945.7843754887615,transfer,agent,A0054,train
TXN029467,2024-03-30T16:43:00+00:00,54200,W0919,W0308,6187.046491772401,transfer,agent,A0064,train
TXN010667,2024-03-30T16:48:00+00:00,54201,W1590,W1518,431.5804624370209,transfer,agent,A0121,final_test
TXN016450,2024-03-30T16:48:00+00:00,54202,W0510,W0456,6630.64125054276,transfer,agent,A0045,train
TXN044079,2024-03-30T16:51:00+00:00,54203,W0447,W0069,18661.679764850036,transfer,agent,A0055,train
TXN058822,2024-03-30T16:53:00+00:00,54204,W0098,W1007,468.593787460175,transfer,agent,A0054,train
TXN004261,2024-03-30T17:00:00+00:00,54205,W0195,W0287,6220.247285487378,transfer,agent,A0056,train
TXN056813,2024-03-30T17:02:00+00:00,54206,W0337,W0910,9547.092222872521,transfer,agent,A0043,train
TXN006434,2024-03-30T17:03:00+00:00,54207,W0610,W0521,180.41049513323753,transfer,agent,A0050,train
TXN035963,2024-03-30T17:03:00+00:00,54208,W0777,W0153,8496.93632064429,transfer,agent,A0064,train
TXN005448,2024-03-30T17:04:00+00:00,54209,W0554,W0149,2803.843910190801,transfer,agent,A0053,train
TXN031784,2024-03-30T17:04:00+00:00,54210,W1086,W0900,326.9614984997239,transfer,agent,A0073,train
TXN094492,2024-03-30T17:07:00+00:00,54211,W1950,W1981,608.8806397876951,transfer,agent,A0144,independent
TXN027325,2024-03-30T17:08:00+00:00,54212,W0778,W0553,81.1122464668713,transfer,p2p,,train
TXN039177,2024-03-30T17:12:00+00:00,54213,W1123,W1088,484.4178552798691,transfer,p2p,,train
TXN095489,2024-03-30T17:17:00+00:00,54214,W1829,W1896,8630.560852506746,transfer,agent,A0150,independent
TXN093482,2024-03-30T17:20:00+00:00,54215,W1964,W1914,149.39473290874378,transfer,p2p,,independent
TXN064020,2024-03-30T17:22:00+00:00,54216,W0264,W0434,1349.1680230144793,transfer,p2p,,train
TXN056406,2024-03-30T17:23:00+00:00,54217,W0391,W0278,449.5866038905819,transfer,agent,A0090,train
TXN045753,2024-03-30T17:24:00+00:00,54218,W1128,W1153,381.35448564615854,transfer,agent,A0062,train
TXN095590,2024-03-30T17:25:00+00:00,54219,W1836,W1935,16552.154249102234,transfer,agent,A0157,independent
TXN084511,2024-03-30T17:28:00+00:00,54220,W1777,W1550,357.6232906594834,transfer,agent,A0137,final_test
TXN070096,2024-03-30T17:36:00+00:00,54221,W1451,W1292,59.81750506449366,transfer,agent,A0103,validation
TXN086534,2024-03-30T17:40:00+00:00,54222,W1696,W1705,296.6098717960124,transfer,agent,A0131,final_test
TXN006439,2024-03-30T17:44:00+00:00,54223,W0610,W0768,2159.7464946712807,transfer,agent,A0050,train
TXN015141,2024-03-30T17:45:00+00:00,54224,W1158,W0023,3038.47480491959,transfer,p2p,,train
TXN089900,2024-03-30T17:46:00+00:00,54225,W1745,W1588,2689.733890076552,transfer,agent,A0132,final_test
TXN010419,2024-03-30T17:50:00+00:00,54226,W1667,W1687,2314.1613157492898,transfer,agent,A0136,final_test
TXN005021,2024-03-30T17:51:00+00:00,54227,W0213,W0008,109.7238897328061,transfer,agent,A0092,train
TXN004633,2024-03-30T18:00:00+00:00,54228,W0105,W0934,8167.996661597407,transfer,p2p,,train
TXN082551,2024-03-30T18:01:00+00:00,54229,W1688,W1592,52.988404341013066,transfer,agent,A0135,final_test
TXN050814,2024-03-30T18:01:00+00:00,54230,W0401,W0543,237.09819264540093,transfer,agent,A0037,train
TXN081440,2024-03-30T18:02:00+00:00,54231,W1548,W1770,1661.132237103659,transfer,agent,A0127,final_test
TXN056006,2024-03-30T18:03:00+00:00,54232,W0183,W0077,459.1655899011249,transfer,agent,A0067,train
TXN030774,2024-03-30T18:05:00+00:00,54233,W0528,W1196,146.2356300475919,transfer,agent,A0056,train
TXN077452,2024-03-30T18:09:00+00:00,54234,W1213,W1400,437.6919099549448,transfer,p2p,,validation
TXN062062,2024-03-30T18:11:00+00:00,54235,W0243,W0546,6689.831479886583,transfer,agent,A0018,train
TXN063880,2024-03-30T18:11:00+00:00,54236,W0162,W0478,4807.477234265752,transfer,agent,A0000,train
TXN083010,2024-03-30T18:14:00+00:00,54237,W1511,W1513,3292.498352417781,transfer,agent,A0122,final_test
TXN006776,2024-03-30T18:20:00+00:00,54238,W0846,W0600,1245.6747528449378,transfer,agent,A0011,train
TXN090539,2024-03-30T18:22:00+00:00,54239,W1697,W1779,287.0543451065064,transfer,agent,A0124,final_test
TXN074417,2024-03-30T18:23:00+00:00,54240,W1328,W1253,614.6803997266347,transfer,agent,A0101,validation
TXN001744,2024-03-30T18:24:00+00:00,54241,W0220,W1154,1767.7516984671138,transfer,agent,A0069,train
TXN087151,2024-03-30T18:30:00+00:00,54242,W1691,W1752,1664.4617484539308,transfer,p2p,,final_test
TXN050494,2024-03-30T18:30:00+00:00,54243,W0709,W0653,14025.877768620536,transfer,p2p,,train
TXN050592,2024-03-30T18:40:00+00:00,54244,W0101,W0803,17846.09032963904,transfer,agent,A0066,train
TXN006452,2024-03-30T18:42:00+00:00,54245,W0345,W0814,2192.9485297102065,transfer,agent,A0050,train
TXN005733,2024-03-30T18:48:00+00:00,54246,W0014,W0448,612.365942085637,transfer,agent,A0085,train
TXN060079,2024-03-30T18:50:00+00:00,54247,W1061,W0125,5160.050619443022,transfer,agent,A0005,train
TXN006430,2024-03-30T18:51:00+00:00,54248,W0775,W0583,1811.0175524457688,transfer,agent,A0050,train
TXN082503,2024-03-30T18:51:00+00:00,54249,W1553,W1631,5032.1269468185,transfer,agent,A0133,final_test
TXN010188,2024-03-30T19:00:00+00:00,54250,W1693,W1782,7828.102913192207,transfer,p2p,,final_test
TXN088964,2024-03-30T19:00:00+00:00,54251,W1684,W1707,2700.0739134916776,transfer,agent,A0125,final_test
TXN088091,2024-03-30T19:06:00+00:00,54252,W1650,W1570,18444.99065989219,transfer,agent,A0128,final_test
TXN007776,2024-03-30T19:09:00+00:00,54253,W1437,W1462,9412.28855138483,transfer,agent,A0105,validation
TXN057483,2024-03-30T19:09:00+00:00,54254,W1084,W0669,221.4074089898587,transfer,p2p,,train
TXN023862,2024-03-30T19:10:00+00:00,54255,W0086,W1163,13306.787355805802,transfer,agent,A0033,train
TXN018737,2024-03-30T19:11:00+00:00,54256,W0905,W1161,3397.712286794794,transfer,agent,A0047,train
TXN005040,2024-03-30T19:12:00+00:00,54257,W1144,W0325,1643.2891341523562,transfer,agent,A0092,train
TXN098311,2024-03-30T19:12:00+00:00,54258,W1821,W1979,250.37882712358876,transfer,agent,A0147,independent
TXN017015,2024-03-30T19:16:00+00:00,54259,W0693,W1078,12019.06899864154,transfer,agent,A0011,train
TXN006690,2024-03-30T19:20:00+00:00,54260,W1073,W0178,547.2794335159765,transfer,agent,A0017,train
TXN070715,2024-03-30T19:20:00+00:00,54261,W1334,W1203,147.15762103718788,transfer,agent,A0117,validation
TXN090017,2024-03-30T19:20:00+00:00,54262,W1505,W1563,3836.045935667416,transfer,agent,A0135,final_test
TXN052138,2024-03-30T19:21:00+00:00,54263,W0727,W0633,72.68621482333523,transfer,agent,A0063,train
TXN099195,2024-03-30T19:22:00+00:00,54264,W1815,W1979,939.1036622346506,transfer,p2p,,independent
TXN018698,2024-03-30T19:25:00+00:00,54265,W0781,W0671,18848.31659072913,transfer,p2p,,train
TXN086648,2024-03-30T19:28:00+00:00,54266,W1724,W1741,162.86704716461924,transfer,p2p,,final_test
TXN099267,2024-03-30T19:30:00+00:00,54267,W1804,W1822,4449.38968723293,transfer,agent,A0146,independent
TXN091937,2024-03-30T19:32:00+00:00,54268,W1800,W1853,256.34027444868354,transfer,p2p,,independent
TXN027674,2024-03-30T19:32:00+00:00,54269,W0482,W0864,2560.1191654735508,transfer,agent,A0038,train
TXN063878,2024-03-30T19:35:00+00:00,54270,W0224,W0401,83.31061013872787,transfer,agent,A0069,train
TXN097628,2024-03-30T19:36:00+00:00,54271,W1869,W1946,8620.051893990905,transfer,agent,A0153,independent
TXN037986,2024-03-30T19:38:00+00:00,54272,W0455,W0283,472.0768025019997,transfer,agent,A0014,train
TXN013206,2024-03-30T19:42:00+00:00,54273,W0483,W0959,9458.5355263558,transfer,agent,A0081,train
TXN063990,2024-03-30T19:42:00+00:00,54274,W1018,W0685,2722.836019769771,transfer,p2p,,train
TXN017914,2024-03-30T19:49:00+00:00,54275,W0230,W0533,132.41960528121547,transfer,p2p,,train
TXN038550,2024-03-30T19:53:00+00:00,54276,W0603,W0338,9885.93820263137,transfer,agent,A0035,train
TXN041912,2024-03-30T19:57:00+00:00,54277,W1136,W0900,7800.424023622533,transfer,agent,A0036,train
TXN000556,2024-03-30T19:59:00+00:00,54278,W0851,W0368,1057.9616221909362,transfer,agent,A0057,train
TXN017507,2024-03-30T20:03:00+00:00,54279,W0096,W0168,1954.730296116718,transfer,agent,A0064,train
TXN087667,2024-03-30T20:03:00+00:00,54280,W1605,W1647,373.6546116510748,transfer,agent,A0133,final_test
TXN057573,2024-03-30T20:06:00+00:00,54281,W0311,W1020,5548.866690250805,transfer,agent,A0074,train
TXN023137,2024-03-30T20:07:00+00:00,54282,W0730,W0292,1341.505609409226,transfer,agent,A0023,train
TXN018634,2024-03-30T20:08:00+00:00,54283,W1004,W0560,8211.634206282497,transfer,p2p,,train
TXN062188,2024-03-30T20:09:00+00:00,54284,W0693,W0413,17412.554321456653,transfer,agent,A0067,train
TXN073504,2024-03-30T20:13:00+00:00,54285,W1446,W1383,1169.1647838752322,transfer,agent,A0106,validation
TXN092276,2024-03-30T20:14:00+00:00,54286,W1876,W1991,4808.065194769962,transfer,agent,A0158,independent
TXN030631,2024-03-30T20:17:00+00:00,54287,W0298,W0804,252.17889053861575,transfer,agent,A0030,train
TXN097724,2024-03-30T20:18:00+00:00,54288,W1894,W1947,1943.6928139810484,transfer,agent,A0155,independent
TXN089491,2024-03-30T20:18:00+00:00,54289,W1791,W1667,448.743603542226,transfer,p2p,,final_test
TXN052317,2024-03-30T20:26:00+00:00,54290,W0020,W0499,49.881890996244564,transfer,agent,A0084,train
TXN000557,2024-03-30T20:28:00+00:00,54291,W0851,W0727,959.401028519056,transfer,agent,A0073,train
TXN008885,2024-03-30T20:30:00+00:00,54292,W1481,W1232,861.0399693753043,transfer,agent,A0116,validation
TXN026091,2024-03-30T20:30:00+00:00,54293,W1198,W0700,6907.2701389994,transfer,agent,A0066,train
TXN096284,2024-03-30T20:33:00+00:00,54294,W1959,W1944,654.6172828025394,transfer,agent,A0151,independent
TXN039524,2024-03-30T20:35:00+00:00,54295,W1045,W0100,442.6861709576887,transfer,agent,A0030,train
TXN018035,2024-03-30T20:36:00+00:00,54296,W0463,W0108,7296.792247106967,transfer,agent,A0051,train
TXN027896,2024-03-30T20:36:00+00:00,54297,W1126,W0326,283.75384209097035,transfer,agent,A0070,train
TXN000558,2024-03-30T20:37:00+00:00,54298,W0851,W0484,1169.0580376901103,transfer,agent,A0069,train
TXN010174,2024-03-30T20:38:00+00:00,54299,W1782,W1756,6866.048035738462,transfer,agent,A0139,final_test
TXN070886,2024-03-30T20:38:00+00:00,54300,W1453,W1288,3420.376106376225,transfer,agent,A0101,validation
TXN082732,2024-03-30T20:39:00+00:00,54301,W1656,W1705,394.430754059901,transfer,agent,A0134,final_test
TXN010194,2024-03-30T20:40:00+00:00,54302,W1655,W1642,2965.8291741441017,transfer,agent,A0135,final_test
TXN030251,2024-03-30T20:40:00+00:00,54303,W1182,W0877,458.7029588492333,transfer,agent,A0056,train
TXN004386,2024-03-30T20:46:00+00:00,54304,W1148,W0890,2870.7210115598323,transfer,agent,A0010,train
TXN029245,2024-03-30T20:48:00+00:00,54305,W0274,W0543,3721.101087889919,transfer,agent,A0001,train
TXN006451,2024-03-30T20:50:00+00:00,54306,W0178,W0656,284.83418126461834,transfer,agent,A0050,train
TXN060055,2024-03-30T20:57:00+00:00,54307,W0406,W0950,298.3457289993629,transfer,agent,A0051,train
TXN048456,2024-03-30T21:04:00+00:00,54308,W0837,W0044,9968.308932627979,transfer,agent,A0024,train
TXN056472,2024-03-30T21:05:00+00:00,54309,W0759,W0323,9954.54603664818,transfer,agent,A0017,train
TXN019964,2024-03-30T21:07:00+00:00,54310,W1109,W0962,432.2322867091041,transfer,p2p,,train
TXN006989,2024-03-30T21:08:00+00:00,54311,W0849,W0099,578.0809788842389,transfer,agent,A0081,train
TXN092584,2024-03-30T21:09:00+00:00,54312,W1875,W1871,1530.5885922336402,transfer,agent,A0155,independent
TXN084828,2024-03-30T21:10:00+00:00,54313,W1581,W1654,1724.1278301446089,transfer,agent,A0120,final_test
TXN061752,2024-03-30T21:16:00+00:00,54314,W0422,W0214,21.71595841308948,transfer,agent,A0086,train
TXN010397,2024-03-30T21:18:00+00:00,54315,W1793,W1677,2065.3591404171657,transfer,agent,A0121,final_test
TXN030762,2024-03-30T21:18:00+00:00,54316,W0852,W0146,19697.91741669527,transfer,agent,A0082,train
TXN049988,2024-03-30T21:34:00+00:00,54317,W1175,W0844,197.33706556695378,transfer,p2p,,train
TXN020955,2024-03-30T21:35:00+00:00,54318,W0591,W0161,204.70913428909657,transfer,agent,A0077,train
TXN006423,2024-03-30T21:38:00+00:00,54319,W1119,W0200,1674.5622586052416,transfer,agent,A0050,train
TXN085114,2024-03-30T21:44:00+00:00,54320,W1566,W1515,281.4445306757071,transfer,agent,A0142,final_test
TXN010773,2024-03-30T21:45:00+00:00,54321,W1592,W1774,1501.7656249721233,transfer,agent,A0123,final_test
TXN007572,2024-03-30T21:48:00+00:00,54322,W1292,W1240,336.9117773198221,transfer,agent,A0112,validation
TXN077475,2024-03-30T21:49:00+00:00,54323,W1385,W1396,150.66409219481758,transfer,agent,A0101,validation
TXN003944,2024-03-30T21:50:00+00:00,54324,W0904,W0049,4331.555170643662,transfer,agent,A0016,train
TXN054545,2024-03-30T21:50:00+00:00,54325,W0279,W0285,8554.663716719433,transfer,agent,A0017,train
TXN000559,2024-03-30T21:53:00+00:00,54326,W0851,W0068,1283.7613807294385,transfer,agent,A0047,train
TXN078995,2024-03-30T21:54:00+00:00,54327,W1740,W1775,12938.05352925406,transfer,agent,A0127,final_test
TXN091467,2024-03-30T21:58:00+00:00,54328,W1844,W1802,3086.4110192391117,transfer,p2p,,independent
TXN097624,2024-03-30T21:58:00+00:00,54329,W1835,W1957,863.1731005538688,transfer,agent,A0157,independent
TXN005266,2024-03-30T22:00:00+00:00,54330,W0857,W0029,1008.5083250838147,transfer,agent,A0015,train
TXN077845,2024-03-30T22:00:00+00:00,54331,W1383,W1496,310.082378323918,transfer,p2p,,validation
TXN034438,2024-03-30T22:02:00+00:00,54332,W1124,W0317,16151.271106363794,transfer,agent,A0040,train
TXN016751,2024-03-30T22:04:00+00:00,54333,W1075,W0053,284.80328465093135,transfer,agent,A0093,train
TXN006959,2024-03-30T22:08:00+00:00,54334,W0199,W1174,1155.8160630073799,transfer,agent,A0081,train
TXN019233,2024-03-30T22:09:00+00:00,54335,W0382,W0570,1713.9960987818358,transfer,agent,A0015,train
TXN094293,2024-03-30T22:10:00+00:00,54336,W1920,W1959,9434.090253124385,transfer,agent,A0153,independent
TXN052538,2024-03-30T22:14:00+00:00,54337,W0582,W1116,9560.432445995859,transfer,agent,A0073,train
TXN050127,2024-03-30T22:15:00+00:00,54338,W1020,W0131,231.92962662601846,transfer,agent,A0043,train
TXN030061,2024-03-30T22:16:00+00:00,54339,W0900,W0587,5883.912715537236,transfer,agent,A0068,train
TXN026424,2024-03-30T22:21:00+00:00,54340,W1065,W0958,354.69905880823376,transfer,agent,A0042,train
TXN007823,2024-03-30T22:22:00+00:00,54341,W1319,W1497,714.4057962033877,transfer,agent,A0110,validation
TXN059615,2024-03-30T22:23:00+00:00,54342,W0851,W1048,147.388943015722,transfer,agent,A0031,train
TXN053600,2024-03-30T22:24:00+00:00,54343,W0710,W0714,74.81178693057154,transfer,agent,A0012,train
TXN000563,2024-03-30T22:26:00+00:00,54344,W0281,W1105,1206.1144708093548,transfer,agent,A0043,train
TXN027594,2024-03-30T22:27:00+00:00,54345,W1061,W0251,4125.8215352957595,transfer,agent,A0013,train
TXN070449,2024-03-30T22:34:00+00:00,54346,W1392,W1384,839.3073257874412,transfer,p2p,,validation
TXN039452,2024-03-30T22:34:00+00:00,54347,W0555,W0063,10088.32967479979,transfer,agent,A0072,train
TXN040555,2024-03-30T22:35:00+00:00,54348,W0680,W0125,133.78780199157208,transfer,agent,A0031,train
TXN067403,2024-03-30T22:39:00+00:00,54349,W1419,W1299,12225.337760922754,transfer,agent,A0109,validation
TXN021098,2024-03-30T22:42:00+00:00,54350,W0098,W0493,269.1384187120752,transfer,agent,A0030,train
TXN002450,2024-03-30T22:43:00+00:00,54351,W0896,W0007,252.06169193221564,transfer,p2p,,train
TXN040782,2024-03-30T22:43:00+00:00,54352,W0424,W0922,15397.213793248562,transfer,p2p,,train
TXN088130,2024-03-30T22:46:00+00:00,54353,W1737,W1592,423.8637642437227,transfer,agent,A0134,final_test
TXN005999,2024-03-30T22:48:00+00:00,54354,W0332,W0062,413.41063980498404,transfer,agent,A0082,train
TXN013101,2024-03-30T22:51:00+00:00,54355,W0146,W0471,9608.511209919234,transfer,agent,A0057,train
TXN019626,2024-03-30T22:52:00+00:00,54356,W0593,W1083,11211.691960902275,transfer,agent,A0070,train
TXN099340,2024-03-30T22:52:00+00:00,54357,W1816,W1980,469.9247824189681,transfer,agent,A0146,independent
TXN008586,2024-03-30T22:54:00+00:00,54358,W1366,W1448,1590.3731211515217,transfer,agent,A0116,validation
TXN000561,2024-03-30T22:54:00+00:00,54359,W0851,W0953,1084.9259080111428,transfer,p2p,,train
TXN052322,2024-03-30T22:55:00+00:00,54360,W0076,W0760,4235.791815889745,transfer,agent,A0014,train
TXN000560,2024-03-30T23:03:00+00:00,54361,W0281,W1189,1069.6596379247303,transfer,agent,A0093,train
TXN014897,2024-03-30T23:03:00+00:00,54362,W1067,W0897,11393.027250216808,transfer,agent,A0071,train
TXN077210,2024-03-30T23:05:00+00:00,54363,W1278,W1281,129.2760722299663,transfer,agent,A0111,validation
TXN036097,2024-03-30T23:06:00+00:00,54364,W1123,W0430,1227.6300360349587,transfer,agent,A0091,train
TXN054786,2024-03-30T23:06:00+00:00,54365,W0856,W0990,1690.0620963025124,transfer,agent,A0059,train
TXN039073,2024-03-30T23:08:00+00:00,54366,W1171,W0597,33.75727511408942,transfer,p2p,,train
TXN011400,2024-03-30T23:11:00+00:00,54367,W1866,W1944,488.8375171581665,transfer,p2p,,independent
TXN010441,2024-03-30T23:12:00+00:00,54368,W1791,W1750,735.3690076064928,transfer,agent,A0136,final_test
TXN080816,2024-03-30T23:13:00+00:00,54369,W1615,W1700,286.6627023535346,transfer,p2p,,final_test
TXN056767,2024-03-30T23:16:00+00:00,54370,W0427,W1133,18817.512756661097,transfer,p2p,,train
TXN093030,2024-03-30T23:17:00+00:00,54371,W1850,W1949,122.26074907997918,transfer,agent,A0151,independent
TXN022860,2024-03-30T23:20:00+00:00,54372,W0968,W1072,2552.220473175565,transfer,agent,A0061,train
TXN038650,2024-03-30T23:26:00+00:00,54373,W0810,W0047,2854.439312388384,transfer,agent,A0002,train
TXN049208,2024-03-30T23:29:00+00:00,54374,W0582,W0640,8360.66423804643,transfer,agent,A0026,train
TXN005240,2024-03-30T23:31:00+00:00,54375,W0542,W1032,1061.016474035779,transfer,agent,A0015,train
TXN011252,2024-03-30T23:37:00+00:00,54376,W1891,W1926,52.404870211193185,transfer,agent,A0154,independent
TXN060111,2024-03-30T23:38:00+00:00,54377,W0522,W0877,752.2287477392127,transfer,agent,A0044,train
TXN043187,2024-03-30T23:40:00+00:00,54378,W1058,W1139,2461.397721576984,transfer,p2p,,train
TXN001945,2024-03-30T23:42:00+00:00,54379,W0186,W0764,9073.489106229736,transfer,agent,A0021,train
TXN076681,2024-03-30T23:43:00+00:00,54380,W1273,W1365,806.0977270043767,transfer,p2p,,validation
TXN007681,2024-03-30T23:44:00+00:00,54381,W1261,W1313,9222.991107318994,transfer,agent,A0119,validation
TXN069508,2024-03-30T23:44:00+00:00,54382,W1442,W1474,819.5158723939384,transfer,p2p,,validation
TXN005039,2024-03-30T23:45:00+00:00,54383,W1144,W0218,219.53225676590472,transfer,agent,A0092,train
TXN057354,2024-03-30T23:47:00+00:00,54384,W0251,W0769,5064.767075536773,transfer,agent,A0084,train
TXN067315,2024-03-30T23:48:00+00:00,54385,W1219,W1306,165.8177954077347,transfer,agent,A0112,validation
TXN073169,2024-03-30T23:52:00+00:00,54386,W1330,W1485,249.69490877724775,transfer,agent,A0107,validation
TXN000651,2024-03-30T23:55:00+00:00,54387,W0002,W0711,359.71062031218787,transfer,agent,A0024,train
TXN068432,2024-03-30T23:57:00+00:00,54388,W1266,W1361,8951.914528107944,transfer,agent,A0113,validation
TXN002461,2024-03-31T00:00:00+00:00,54389,W0651,W0362,339.03989489138587,transfer,agent,A0045,train
TXN010115,2024-03-31T00:00:00+00:00,54390,W1589,W1608,2228.5442721201625,transfer,p2p,,final_test
TXN008381,2024-03-31T00:00:00+00:00,54391,W1242,W1312,4412.085749115997,transfer,agent,A0100,validation
TXN004445,2024-03-31T00:00:00+00:00,54392,W0651,W1094,8601.032225361043,transfer,p2p,,train
TXN002228,2024-03-31T00:00:00+00:00,54393,W0611,W1045,9703.761783603672,transfer,agent,A0080,train
TXN002243,2024-03-31T00:00:00+00:00,54394,W0965,W0933,9171.631941608035,transfer,agent,A0041,train
TXN032570,2024-03-31T00:05:00+00:00,54395,W0060,W0256,1016.8951511182796,transfer,p2p,,train
TXN000564,2024-03-31T00:15:00+00:00,54396,W0281,W0961,1057.806622807206,transfer,agent,A0042,train
TXN005438,2024-03-31T00:24:00+00:00,54397,W1159,W0617,1722.3679953615426,transfer,agent,A0053,train
TXN018278,2024-03-31T00:24:00+00:00,54398,W0530,W0081,7016.004392074472,transfer,agent,A0037,train
TXN051398,2024-03-31T00:26:00+00:00,54399,W1042,W0486,2191.3553232152085,transfer,agent,A0035,train
TXN014439,2024-03-31T00:30:00+00:00,54400,W0109,W0798,13203.505575551153,transfer,agent,A0053,train
TXN072814,2024-03-31T00:30:00+00:00,54401,W1215,W1207,811.3850445478909,transfer,p2p,,validation
TXN096743,2024-03-31T00:31:00+00:00,54402,W1946,W1867,9846.35106600909,transfer,p2p,,independent
TXN095909,2024-03-31T00:33:00+00:00,54403,W1869,W1929,9947.122827830883,transfer,agent,A0159,independent
TXN040372,2024-03-31T00:34:00+00:00,54404,W0623,W0728,961.3562475428247,transfer,agent,A0078,train
TXN014268,2024-03-31T00:35:00+00:00,54405,W1111,W0937,1129.5344666001708,transfer,agent,A0037,train
TXN077909,2024-03-31T00:36:00+00:00,54406,W1364,W1338,16847.674204677038,transfer,p2p,,validation
TXN008414,2024-03-31T00:37:00+00:00,54407,W1373,W1249,1634.8467849079434,transfer,agent,A0109,validation
TXN080475,2024-03-31T00:45:00+00:00,54408,W1738,W1658,14550.614262731051,transfer,agent,A0140,final_test
TXN068429,2024-03-31T00:46:00+00:00,54409,W1321,W1489,334.5396842307784,transfer,p2p,,validation
TXN076914,2024-03-31T00:46:00+00:00,54410,W1308,W1295,804.1818037139526,transfer,agent,A0103,validation
TXN027210,2024-03-31T00:47:00+00:00,54411,W0587,W0429,8498.790626949592,transfer,agent,A0057,train
TXN063194,2024-03-31T00:47:00+00:00,54412,W0976,W0107,4959.064586807064,transfer,p2p,,train
TXN009831,2024-03-31T00:48:00+00:00,54413,W1545,W1686,375.0855709863487,transfer,agent,A0121,final_test
